"DL_CH","SITE_name","CellName","LAT_SITE","LON_SITE","AZ","BW","RD","RD_Normal","separar","MME","MME_ID","lnBtsId","Cell_Id","TE","TM","ALT","PCI","TAC","RAC","rootSeqIndex","AdminCellState","E-UTRAN Avg PRB usage per TTI DL","E-UTRAN avg IP sched thp DL, QCI9","Average CQI","Avg UE distance","Distrito","REFARMING","actUlGrpHop"
851,"1_DEMAYO","1_DEMAYO_19001",-12.1946,-76.9510,300,50,,0.1200,"|","MME_POOL","0",408,34977,6,2,21,161,2502,1,"330","1",,,,,"VILLA EL SALVADOR","LTE_1900",0
851,"1_DEMAYO","1_DEMAYO_19002",-12.1946,-76.9510,60,50,,0.1200,"|","MME_POOL","0",408,34978,6,1,21,160,2502,1,"306","1",,,,,"VILLA EL SALVADOR","LTE_1900",0
851,"1_DEMAYO","1_DEMAYO_19003",-12.1946,-76.9510,185,50,,0.1200,"|","MME_POOL","0",408,34979,6,2,21,159,2502,1,"786","1",,,,,"VILLA EL SALVADOR","LTE_1900",0
851,"22_AGOSTO","22_AGOSTO_19001",-11.9479,-77.0584,320,50,,0.1200,"|","MME_POOL","0",3379,20477,4,0,24,118,2040,1,"120","1",,,,,"COMAS","LTE_1900_DIA2",0
851,"22_AGOSTO","22_AGOSTO_19002",-11.9479,-77.0584,70,50,,0.1200,"|","MME_POOL","0",3379,20478,4,0,24,119,2040,1,"130","1",,,,,"COMAS","LTE_1900_DIA2",0
851,"22_AGOSTO","22_AGOSTO_19003",-11.9479,-77.0584,230,50,,0.1200,"|","MME_POOL","0",3379,20479,6,0,24,117,2040,1,"140","1",,,,,"COMAS","LTE_1900_DIA2",0
851,"25_DEMARZO","25_DEMARZO_19001",-12.2931,-76.8500,320,50,,0.1200,"|","MME_POOL","0",2246,19827,6,0,24,276,2100,1,"675","1",,,,,"LURIN","LTE_1900",0
851,"25_DEMARZO","25_DEMARZO_19002",-12.2931,-76.8500,140,50,,0.1200,"|","MME_POOL","0",2246,19828,6,0,24,277,2100,1,"681","1",,,,,"LURIN","LTE_1900",0
851,"25_DEMARZO","25_DEMARZO_19003",-12.2931,-76.8500,240,50,,0.1200,"|","MME_POOL","0",2246,19829,6,0,24,278,2100,1,"687","1",,,,,"LURIN","LTE_1900",0
851,"26_LA_PAZ","26_LA_PAZ_19001",-12.0790,-77.1080,295,50,,0.1200,"|","MME_POOL","0",3352,53217,6,0,16,223,2531,1,"140","1",,,,,"SAN MIGUEL","LTE_1900",0
851,"26_LA_PAZ","26_LA_PAZ_19002",-12.0790,-77.1080,40,50,,0.1200,"|","MME_POOL","0",3352,53218,4,0,16,222,2531,1,"470","1",,,,,"SAN MIGUEL","LTE_1900",0
851,"26_LA_PAZ","26_LA_PAZ_19003",-12.0790,-77.1080,120,50,,0.1200,"|","MME_POOL","0",3352,53219,5,0,16,224,2531,1,"650","1",,,,,"SAN MIGUEL","LTE_1900",0
851,"27_DICIEMBRE","27_DICIEMBRE_19001",-12.1869,-76.9260,350,50,,0.1200,"|","MME_POOL","0",3463,2647,4,0,17,4,2502,1,"650","1",,,,,"VILLA MARIA DEL TRIUNFO","LTE_1900",0
851,"27_DICIEMBRE","27_DICIEMBRE_19002",-12.1869,-76.9260,135,50,,0.1200,"|","MME_POOL","0",3463,2648,4,0,17,3,2502,1,"740","1",,,,,"VILLA MARIA DEL TRIUNFO","LTE_1900",0
851,"27_DICIEMBRE","27_DICIEMBRE_19003",-12.1869,-76.9260,245,50,,0.1200,"|","MME_POOL","0",3463,2649,5,0,17,5,2502,1,"350","1",,,,,"VILLA MARIA DEL TRIUNFO","LTE_1900",0
851,"28_DICIEMBRE","28_DICIEMBRE_19001",-12.1595,-76.9439,250,50,,0.1200,"|","MME_POOL","0",1662,23247,7,0,15,253,2502,1,"253","1",,,,,"VILLA MARIA DEL TRIUNFO","LTE_1900",0
851,"28_DICIEMBRE","28_DICIEMBRE_19002",-12.1595,-76.9439,60,50,,0.1200,"|","MME_POOL","0",1662,23248,5,0,15,252,2502,1,"487","1",,,,,"VILLA MARIA DEL TRIUNFO","LTE_1900",0
851,"28_DICIEMBRE","28_DICIEMBRE_19003",-12.1595,-76.9439,150,50,,0.1200,"|","MME_POOL","0",1662,23249,7,0,15,254,2502,1,"293","1",,,,,"VILLA MARIA DEL TRIUNFO","LTE_1900",0
851,"3_DE_FEBRERO","3_DE_FEBRERO_19001",-12.0667,-77.0109,300,50,,0.1200,"|","MME_POOL","0",774,4537,7,0,27,79,2322,1,"88","1",,,,,"LA VICTORIA","LTE_1900",0
851,"3_DE_FEBRERO","3_DE_FEBRERO_19002",-12.0667,-77.0109,60,50,,0.1200,"|","MME_POOL","0",774,4538,7,0,27,80,2322,1,"400","1",,,,,"LA VICTORIA","LTE_1900",0
851,"3_DE_FEBRERO","3_DE_FEBRERO_19003",-12.0667,-77.0109,170,50,,0.1200,"|","MME_POOL","0",774,4539,6,0,27,78,2322,1,"384","1",,,,,"LA VICTORIA","LTE_1900",0
851,"3_OCTUBRE","3_OCTUBRE_19001",-11.8733,-77.0235,20,50,,0.1200,"|","MME_POOL","0",497,2537,5,0,18,392,2040,1,"110","1",,,,,"CARABAYLLO","LTE_1900_DIA2",0
851,"3_OCTUBRE","3_OCTUBRE_19002",-11.8733,-77.0235,150,50,,0.1200,"|","MME_POOL","0",497,2538,6,0,18,391,2040,1,"100","1",,,,,"CARABAYLLO","LTE_1900_DIA2",0
851,"3_OCTUBRE","3_OCTUBRE_19003",-11.8733,-77.0235,250,50,,0.1200,"|","MME_POOL","0",497,2539,7,0,18,390,2040,1,"140","1",,,,,"CARABAYLLO","LTE_1900_DIA2",0
851,"7_DE_MAYO","7_DE_MAYO_19001",-12.0071,-77.0760,310,50,,0.1200,"|","MME_POOL","0",717,4187,6,0,18,490,2110,1,"654","1",,,,,"LOS OLIVOS","LTE_1900",0
851,"7_DE_MAYO","7_DE_MAYO_19002",-12.0071,-77.0760,50,50,,0.1200,"|","MME_POOL","0",717,4188,6,0,18,491,2110,1,"547","1",,,,,"LOS OLIVOS","LTE_1900",0
851,"7_DE_MAYO","7_DE_MAYO_19003",-12.0071,-77.0760,150,50,,0.1200,"|","MME_POOL","0",717,4189,7,0,18,489,2110,1,"73","1",,,,,"LOS OLIVOS","LTE_1900",0
851,"A_GAMARRA","A_GAMARRA_19001",-12.0080,-77.0863,330,50,,0.1200,"|","MME_POOL","0",359,1617,7,0,23,184,2110,1,"224","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"A_GAMARRA","A_GAMARRA_19002",-12.0080,-77.0863,100,50,,0.1200,"|","MME_POOL","0",359,1618,5,0,23,185,2110,1,"578","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"A_GAMARRA","A_GAMARRA_19003",-12.0080,-77.0863,210,50,,0.1200,"|","MME_POOL","0",359,1619,8,2,23,183,2110,1,"248","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"A_TINOCO","A_TINOCO_19001",-12.1435,-76.9852,320,50,,0.1200,"|","MME_POOL","0",1935,3247,10,0,25,503,2331,1,"378","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"A_TINOCO","A_TINOCO_19002",-12.1435,-76.9852,80,50,,0.1200,"|","MME_POOL","0",1935,3248,10,0,25,501,2331,1,"384","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"A_TINOCO","A_TINOCO_19003",-12.1435,-76.9852,200,50,,0.1200,"|","MME_POOL","0",1935,3249,10,0,25,502,2331,1,"390","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"AA_CACERES","AA_CACERES_19001",-11.8626,-77.0914,0,50,,0.1200,"|","MME_POOL","0",3076,7547,6,0,18,479,2040,1,"155","1",,,,,"PUENTE PIEDRA","LTE_1900_DIA1",0
851,"AA_CACERES","AA_CACERES_19002",-11.8626,-77.0914,100,50,,0.1200,"|","MME_POOL","0",3076,7548,6,0,18,478,2040,1,"180","1",,,,,"PUENTE PIEDRA","LTE_1900_DIA1",0
851,"AA_CACERES","AA_CACERES_19003",-11.8626,-77.0914,240,50,,0.1200,"|","MME_POOL","0",3076,7549,4,0,18,477,2040,1,"165","1",,,,,"PUENTE PIEDRA","LTE_1900_DIA1",0
851,"ABEDULES","ABEDULES_19001",-12.0742,-76.9715,290,50,,0.1200,"|","MME_POOL","0",2272,19957,6,0,20,437,2511,1,"60","1",,,,,"LA MOLINA","LTE_1900",0
851,"ABEDULES","ABEDULES_19002",-12.0742,-76.9715,90,50,,0.1200,"|","MME_POOL","0",2272,19958,6,0,20,436,2511,1,"420","1",,,,,"LA MOLINA","LTE_1900",0
851,"ABEDULES","ABEDULES_19003",-12.0742,-76.9715,200,50,,0.1200,"|","MME_POOL","0",2272,19959,6,0,20,435,2511,1,"675","1",,,,,"LA MOLINA","LTE_1900",0
851,"ABELARDO_GAMARRA","ABELARDO_GAMARRA_19001",-12.0212,-77.0316,30,50,,0.1200,"|","MME_POOL","0",2476,2557,6,0,17,42,2306,1,"280","1",,,,,"RIMAC","LTE_1900",0
851,"ABELARDO_GAMARRA","ABELARDO_GAMARRA_19002",-12.0212,-77.0316,90,50,,0.1200,"|","MME_POOL","0",2476,2558,6,0,17,43,2306,1,"290","1",,,,,"RIMAC","LTE_1900",0
851,"ABELARDO_GAMARRA","ABELARDO_GAMARRA_19003",-12.0212,-77.0316,180,50,,0.1200,"|","MME_POOL","0",2476,2559,6,0,17,44,2306,1,"322","1",,,,,"RIMAC","LTE_1900",0
851,"ABRAHAM_LINCOLN","ABRAHAM_LINCOLN_19001",-12.0714,-77.0086,10,50,,0.1200,"|","MME_POOL","0",2256,6777,6,1,24,150,2322,1,"630","1",,,,,"LA VICTORIA","LTE_1900",0
851,"ABRAHAM_LINCOLN","ABRAHAM_LINCOLN_19002",-12.0714,-77.0086,100,50,,0.1200,"|","MME_POOL","0",2256,6778,6,1,24,151,2322,1,"54","1",,,,,"LA VICTORIA","LTE_1900",0
851,"ABRAHAM_LINCOLN","ABRAHAM_LINCOLN_19003",-12.0714,-77.0086,250,50,,0.1200,"|","MME_POOL","0",2256,6779,6,2,24,152,2322,1,"96","1",,,,,"LA VICTORIA","LTE_1900",0
851,"AERO_OVALO","AERO_OVALO_19001",-12.0188,-77.1063,330,50,,0.1200,"|","MME_POOL","0",137,37,6,2,32,298,2110,1,"0","1",,,,,"CALLAO","LTE_1900",0
851,"AERO_OVALO","AERO_OVALO_19002",-12.0188,-77.1063,110,50,,0.1200,"|","MME_POOL","0",137,38,5,0,32,299,2110,1,"10","1",,,,,"CALLAO","LTE_1900",0
851,"AERO_OVALO","AERO_OVALO_19003",-12.0188,-77.1063,210,50,,0.1200,"|","MME_POOL","0",137,39,6,0,32,297,2110,1,"20","1",,,,,"CALLAO","LTE_1900",0
851,"AEROCARGA","AEROCARGA_19001",-12.0245,-77.1034,300,50,,0.1200,"|","MME_POOL","0",136,6787,6,0,20,316,2110,1,"50","1",,,,,"CALLAO","LTE_1900",0
851,"AEROCARGA","AEROCARGA_19002",-12.0245,-77.1034,90,50,,0.1200,"|","MME_POOL","0",136,6788,4,0,20,317,2110,1,"680","1",,,,,"CALLAO","LTE_1900",0
851,"AEROCARGA","AEROCARGA_19003",-12.0245,-77.1034,200,50,,0.1200,"|","MME_POOL","0",136,6789,5,0,20,315,2110,1,"0","1",,,,,"CALLAO","LTE_1900",0
851,"AEROLAP","AEROLAP_19001",-12.0221,-77.1082,330,50,,0.1200,"|","MME_POOL","0",135,17,0,3,18,326,2110,1,"535","1",,,,,"CALLAO","LTE_1900",0
851,"AEROLAP","AEROLAP_19002",-12.0221,-77.1082,75,50,,0.1200,"|","MME_POOL","0",135,18,0,2,18,324,2110,1,"418","1",,,,,"CALLAO","LTE_1900",0
851,"AEROLAP","AEROLAP_19003",-12.0221,-77.1082,210,50,,0.1200,"|","MME_POOL","0",135,19,4,0,18,325,2110,1,"480","1",,,,,"CALLAO","LTE_1900",0
851,"AGUADA_BLANCA","AGUADA_BLANCA_19001",-12.1196,-76.9934,310,50,,0.1200,"|","MME_POOL","0",16197,7157,7,0,17,208,2511,1,"231","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"AGUADA_BLANCA","AGUADA_BLANCA_19002",-12.1196,-76.9934,80,50,,0.1200,"|","MME_POOL","0",16197,7158,7,0,17,209,2511,1,"233","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"AGUADA_BLANCA","AGUADA_BLANCA_19003",-12.1196,-76.9934,200,50,,0.1200,"|","MME_POOL","0",16197,7159,7,0,17,207,2511,1,"235","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"AGUERO","AGUERO_19001",-12.0940,-77.0758,330,50,,0.1200,"|","MME_POOL","0",3351,28517,7,0,27,455,2531,1,"540","1",,,,,"MAGDALENA DEL MAR","LTE_1900",0
851,"AGUERO","AGUERO_19002",-12.0940,-77.0758,90,50,,0.1200,"|","MME_POOL","0",3351,28518,7,0,27,454,2531,1,"534","1",,,,,"MAGDALENA DEL MAR","LTE_1900",0
851,"AGUERO","AGUERO_19003",-12.0940,-77.0758,240,50,,0.1200,"|","MME_POOL","0",3351,28519,8,0,27,453,2531,1,"30","1",,,,,"MAGDALENA DEL MAR","LTE_1900",0
851,"AGUSTINO_1","AGUSTINO_1_19001",-12.0512,-77.0080,300,50,,0.1200,"|","MME_POOL","0",3241,36777,6,0,20,215,2322,1,"510","1",,,,,"EL AGUSTINO","LTE_1900",0
851,"AGUSTINO_1","AGUSTINO_1_19002",-12.0512,-77.0080,50,50,,0.1200,"|","MME_POOL","0",3241,36778,5,0,20,214,2322,1,"520","1",,,,,"EL AGUSTINO","LTE_1900",0
851,"AGUSTINO_1","AGUSTINO_1_19003",-12.0512,-77.0080,180,50,,0.1200,"|","MME_POOL","0",3241,36779,6,0,20,213,2322,1,"530","1",,,,,"EL AGUSTINO","LTE_1900",0
851,"AGUSTINO_2","AGUSTINO_2_19001",-12.0415,-77.0031,315,50,,0.1200,"|","MME_POOL","0",848,4997,4,0,19,453,2322,1,"114","1",,,,,"EL AGUSTINO","LTE_1900",0
851,"AGUSTINO_2","AGUSTINO_2_19002",-12.0415,-77.0031,80,50,,0.1200,"|","MME_POOL","0",848,4998,5,0,19,454,2322,1,"210","1",,,,,"EL AGUSTINO","LTE_1900",0
851,"AGUSTINO_2","AGUSTINO_2_19003",-12.0415,-77.0031,180,50,,0.1200,"|","MME_POOL","0",848,4999,7,0,19,455,2322,1,"102","1",,,,,"EL AGUSTINO","LTE_1900",0
851,"AJINOMOTO","AJINOMOTO_19001",-12.0879,-77.0232,300,50,,0.1200,"|","MME_POOL","0",3156,6307,9,0,23,140,2521,1,"550","1",,,,,"LA VICTORIA","LTE_1900",0
851,"AJINOMOTO","AJINOMOTO_19002",-12.0879,-77.0232,60,50,,0.1200,"|","MME_POOL","0",3156,6308,9,0,23,138,2521,1,"50","1",,,,,"LA VICTORIA","LTE_1900",0
851,"AJINOMOTO","AJINOMOTO_19003",-12.0879,-77.0232,140,50,,0.1200,"|","MME_POOL","0",3156,6309,9,0,23,139,2521,1,"60","1",,,,,"LA VICTORIA","LTE_1900",0
851,"ALAMEDA_CENTRAL","ALAMEDA_CENTRAL_19001",-11.9836,-77.1218,270,50,,0.1200,"|","MME_POOL","0",17457,8457,6,0,18,382,2110,1,"66","1",,,,,"CALLAO","LTE_1900",0
851,"ALAMEDA_CENTRAL","ALAMEDA_CENTRAL_19002",-11.9836,-77.1218,40,50,,0.1200,"|","MME_POOL","0",17457,8458,6,0,18,383,2110,1,"666","1",,,,,"CALLAO","LTE_1900",0
851,"ALAMEDA_CENTRAL","ALAMEDA_CENTRAL_19003",-11.9836,-77.1218,150,50,,0.1200,"|","MME_POOL","0",17457,8459,6,0,18,381,2110,1,"768","1",,,,,"CALLAO","LTE_1900",0
851,"ALAMEDA_CORREGIDOR","ALAMEDA_CORREGIDOR_19001",-12.0857,-76.9571,20,50,,0.1200,"|","MME_POOL","0",1858,2547,6,2,23,145,2510,1,"836","1",,,,,"LA MOLINA","LTE_1900",0
851,"ALAMEDA_CORREGIDOR","ALAMEDA_CORREGIDOR_19002",-12.0857,-76.9571,100,50,,0.1200,"|","MME_POOL","0",1858,2548,6,1,23,144,2510,1,"46","1",,,,,"LA MOLINA","LTE_1900",0
851,"ALAMEDA_CORREGIDOR","ALAMEDA_CORREGIDOR_19003",-12.0857,-76.9571,190,50,,0.1200,"|","MME_POOL","0",1858,2549,6,2,23,146,2510,1,"445","1",,,,,"LA MOLINA","LTE_1900",0
851,"ALAMEDA_DEL_NORTE","ALAMEDA_DEL_NORTE_19001",-11.8429,-77.0896,350,50,,0.1200,"|","MME_POOL","0",118,16067,4,0,20,179,2040,1,"312","1",,,,,"PUENTE PIEDRA","LTE_1900_DIA1",0
851,"ALAMEDA_DEL_NORTE","ALAMEDA_DEL_NORTE_19002",-11.8429,-77.0896,110,50,,0.1200,"|","MME_POOL","0",118,16068,6,0,20,177,2040,1,"392","1",,,,,"PUENTE PIEDRA","LTE_1900_DIA1",0
851,"ALAMEDA_DEL_NORTE","ALAMEDA_DEL_NORTE_19003",-11.8429,-77.0896,240,50,,0.1200,"|","MME_POOL","0",118,16069,6,0,20,178,2040,1,"216","1",,,,,"PUENTE PIEDRA","LTE_1900_DIA1",0
851,"ALAMEDA_REMERO","ALAMEDA_REMERO_19001",-12.1994,-76.9989,20,50,,0.1200,"|","MME_POOL","0",1714,29107,6,0,28,3,2502,1,"712","1",,,,,"CHORRILLOS","LTE_1900",0
851,"ALAMEDA_REMERO","ALAMEDA_REMERO_19002",-12.1994,-76.9989,130,50,,0.1200,"|","MME_POOL","0",1714,29108,6,2,28,5,2502,1,"152","1",,,,,"CHORRILLOS","LTE_1900",0
851,"ALAMEDA_REMERO","ALAMEDA_REMERO_19003",-12.1994,-76.9989,260,50,,0.1200,"|","MME_POOL","0",1714,29109,6,2,28,4,2502,1,"656","1",,,,,"CHORRILLOS","LTE_1900",0
851,"ALAMOS","ALAMOS_19001",-12.0951,-77.0413,290,50,,0.1200,"|","MME_POOL","0",805,4717,7,0,26,441,2521,1,"752","1",,,,,"SAN ISIDRO","LTE_1900",0
851,"ALAMOS","ALAMOS_19002",-12.0951,-77.0413,80,50,,0.1200,"|","MME_POOL","0",805,4718,7,0,26,442,2521,1,"628","1",,,,,"SAN ISIDRO","LTE_1900",0
851,"ALAMOS","ALAMOS_19003",-12.0951,-77.0413,200,50,,0.1200,"|","MME_POOL","0",805,4719,7,0,26,443,2521,1,"708","1",,,,,"SAN ISIDRO","LTE_1900",0
851,"ALBORADA","ALBORADA_19001",-12.1199,-76.9880,330,50,,0.1200,"|","MME_POOL","0",186,337,8,0,32,490,2511,1,"600","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"ALBORADA","ALBORADA_19002",-12.1199,-76.9880,90,50,,0.1200,"|","MME_POOL","0",186,338,7,0,32,489,2511,1,"480","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"ALBORADA","ALBORADA_19003",-12.1199,-76.9880,200,50,,0.1200,"|","MME_POOL","0",186,339,8,0,32,491,2511,1,"490","1",,,,,"SANTIAGO DE SURCO","LTE_1900",0
851,"ALBUFERA","ALBUFERA_19001",-10.9252,-77.6541,325,50,,0.1200,"|","MME_POOL","0",0,2617,2,0,50,29,2340,1,"242","No_Creado",,,,,"VEGUETA","LTE_1900",
851,"ALBUFERA","ALBUFERA_19002",-10.9252,-77.6541,80,50,,0.1200,"|","MME_POOL","0",0,2618,2,0,50,27,2340,1,"229","No_Creado",,,,,"VEGUETA","LTE_1900",
851,"ALBUFERA","ALBUFERA_19003",-10.9252,-77.6541,165,50,,0.1200,"|","MME_POOL","0",0,2619,2,0,50,28,2340,1,"192","No_Creado",,,,,"VEGUETA","LTE_1900",
851,"ALCANTARA","ALCANTARA_19001",-11.9563,-77.0892,330,50,,0.1200,"|","MME_POOL","0",729,4267,6,0,22,406,2050,1,"288","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"ALCANTARA","ALCANTARA_19002",-11.9563,-77.0892,90,50,,0.1200,"|","MME_POOL","0",729,4268,5,0,22,405,2050,1,"632","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"ALCANTARA","ALCANTARA_19003",-11.9563,-77.0892,200,50,,0.1200,"|","MME_POOL","0",729,4269,6,0,22,407,2050,1,"300","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"ALFA_NEW","ALFA_NEW_19001",-12.0084,-77.0690,330,50,,0.1200,"|","MME_POOL","0",1605,9617,5,0,18,294,2050,1,"256","1",,,,,"LOS OLIVOS","LTE_1900",0
851,"ALFA_NEW","ALFA_NEW_19002",-12.0084,-77.0690,80,50,,0.1200,"|","MME_POOL","0",1605,9618,5,0,18,296,2050,1,"110","1",,,,,"LOS OLIVOS","LTE_1900",0
851,"ALFA_NEW","ALFA_NEW_19003",-12.0084,-77.0690,225,50,,0.1200,"|","MME_POOL","0",1605,9619,5,0,18,295,2050,1,"280","1",,,,,"LOS OLIVOS","LTE_1900",0
851,"ALHELIES_NEW","ALHELIES_NEW_19001",-12.0526,-77.1191,340,50,,0.1200,"|","MME_POOL","0",1606,9627,6,0,18,183,2300,1,"317","1",,,,,"CALLAO","LTE_1900",0
851,"ALHELIES_NEW","ALHELIES_NEW_19002",-12.0526,-77.1191,130,50,,0.1200,"|","MME_POOL","0",1606,9628,6,0,18,184,2300,1,"31","1",,,,,"CALLAO","LTE_1900",0
851,"ALHELIES_NEW","ALHELIES_NEW_19003",-12.0526,-77.1191,240,50,,0.1200,"|","MME_POOL","0",1606,9629,6,0,18,185,2300,1,"205","1",,,,,"CALLAO","LTE_1900",0
851,"ALIANZA","ALIANZA_19001",-12.0653,-77.0172,335,50,,0.1200,"|","MME_POOL","0",652,3687,7,1,34,174,2322,1,"496","1",,,,,"LA VICTORIA","LTE_1900",0
851,"ALIANZA","ALIANZA_19002",-12.0653,-77.0172,80,50,,0.1200,"|","MME_POOL","0",652,3688,7,1,34,175,2322,1,"156","1",,,,,"LA VICTORIA","LTE_1900",0
851,"ALIANZA","ALIANZA_19003",-12.0653,-77.0172,215,50,,0.1200,"|","MME_POOL","0",652,3689,10,0,34,176,2322,1,"455","1",,,,,"LA VICTORIA","LTE_1900",0
851,"ALIPIO_PONCE","ALIPIO_PONCE_19001",-12.1619,-76.9820,350,50,,0.1200,"|","MME_POOL","0",3234,35907,9,0,30,204,2331,1,"738","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALIPIO_PONCE","ALIPIO_PONCE_19002",-12.1619,-76.9820,80,50,,0.1200,"|","MME_POOL","0",3234,35908,5,0,30,205,2331,1,"744","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALIPIO_PONCE","ALIPIO_PONCE_19003",-12.1619,-76.9820,220,50,,0.1200,"|","MME_POOL","0",3234,35909,9,0,30,206,2331,1,"750","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALIPIO_PONCE_CLARO","ALIPIO_PONCE_CLARO_19001",-12.1690,-76.9803,320,50,,0.1200,"|","MME_POOL","0",3556,20857,5,0,24,470,2502,1,"594","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALIPIO_PONCE_CLARO","ALIPIO_PONCE_CLARO_19002",-12.1690,-76.9803,90,50,,0.1200,"|","MME_POOL","0",3556,20858,4,0,24,468,2502,1,"677","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALIPIO_PONCE_CLARO","ALIPIO_PONCE_CLARO_19003",-12.1690,-76.9803,220,50,,0.1200,"|","MME_POOL","0",3556,20859,6,0,24,469,2502,1,"35","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALISOS","ALISOS_19001",-11.9836,-77.0809,20,50,,0.1200,"|","MME_POOL","0",847,4977,6,0,20,244,2050,1,"128","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"ALISOS","ALISOS_19002",-11.9836,-77.0809,110,50,,0.1200,"|","MME_POOL","0",847,4978,5,0,20,245,2050,1,"265","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"ALISOS","ALISOS_19003",-11.9836,-77.0809,210,50,,0.1200,"|","MME_POOL","0",847,4979,6,0,20,243,2050,1,"104","1",,,,,"SAN MARTIN DE PORRES","LTE_1900",0
851,"ALMACENES_VES","ALMACENES_VES_19001",-12.2143,-76.9639,340,50,,0.1200,"|","MME_POOL","0",3414,58287,7,1,25,312,2502,1,"20","3",,,,,"VILLA EL SALVADOR","LTE_1900",0
851,"ALMACENES_VES","ALMACENES_VES_19002",-12.2143,-76.9639,95,50,,0.1200,"|","MME_POOL","0",3414,58288,6,0,25,313,2502,1,"80","3",,,,,"VILLA EL SALVADOR","LTE_1900",0
851,"ALMACENES_VES","ALMACENES_VES_19003",-12.2143,-76.9639,190,50,,0.1200,"|","MME_POOL","0",3414,58289,6,0,25,314,2502,1,"260","1",,,,,"VILLA EL SALVADOR","LTE_1900",0
851,"ALTHAUS","ALTHAUS_19001",-11.9500,-76.9810,320,50,,0.1200,"|","MME_POOL","0",1973,16087,6,0,15,107,2350,1,"264","1",,,,,"SAN JUAN DE LURIGANCHO","LTE_1900",0
851,"ALTHAUS","ALTHAUS_19002",-11.9500,-76.9810,80,50,,0.1200,"|","MME_POOL","0",1973,16088,4,0,15,105,2350,1,"412","1",,,,,"SAN JUAN DE LURIGANCHO","LTE_1900",0
851,"ALTHAUS","ALTHAUS_19003",-11.9500,-76.9810,210,50,,0.1200,"|","MME_POOL","0",1973,16089,8,0,15,106,2350,1,"296","1",,,,,"SAN JUAN DE LURIGANCHO","LTE_1900",0
851,"ALTIPLANO","ALTIPLANO_19001",-12.1364,-76.9630,260,50,,0.1200,"|","MME_POOL","0",626,3477,8,0,15,20,2331,1,"414","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALTIPLANO","ALTIPLANO_19002",-12.1364,-76.9630,45,50,,0.1200,"|","MME_POOL","0",626,3478,5,0,15,18,2331,1,"420","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALTIPLANO","ALTIPLANO_19003",-12.1364,-76.9630,160,50,,0.1200,"|","MME_POOL","0",626,3479,7,0,15,19,2331,1,"426","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALTIPLANO_2","ALTIPLANO_2_19001",-12.1426,-76.9623,290,50,,0.1200,"|","MME_POOL","0",858,5037,7,0,14,397,2331,1,"432","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALTIPLANO_2","ALTIPLANO_2_19002",-12.1426,-76.9623,40,50,,0.1200,"|","MME_POOL","0",858,5038,3,0,14,398,2331,1,"438","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALTIPLANO_2","ALTIPLANO_2_19003",-12.1426,-76.9623,150,50,,0.1200,"|","MME_POOL","0",858,5039,7,0,14,396,2331,1,"444","1",,,,,"SAN JUAN DE MIRAFLORES","LTE_1900",0
851,"ALZAMORA_ENTEL","ALZAMORA_ENTEL_19001",-12.1154,-77.0128,300,50,,0.1200,"|","MME_POOL","0",3611,28907,6,0,17,276,2200,1,"112","1",,,,,"SURQUILLO","LTE_1900",0
851,"ALZAMORA_ENTEL","ALZAMORA_ENTEL_19002",-12.1154,-77.0128,90,50,,0.1200,"|","MME_POOL","0",3611,28908,6,0,17,277,2200,1,"490","1",,,,,"SURQUILLO","LTE_1900",0
