"BAND","name","LAT_SITE","LON_SITE","AZ","BW","RD","CELL-ID","BSCId","BSC_NAME","BCFId","BTSId","TRXId","initialFrequency","preferredBcchMark","status","hoppingSequenceNumber1","bsIdentityCodeBCC","bsIdentityCodeNCC","BTS_State","TRX_STATE","LAC","rac","REFARMING"
850,"DONA_JOSEFINA 1",-12.0949,-76.9519,340,70,0.1300,19164,363922,"BSC02NLV",1239,1239,1,181,1,"creado",43,0,3,1,1,1125,125,
850,"DONA_JOSEFINA 1",-12.0949,-76.9519,340,70,0.1300,19164,363922,"BSC02NLV",1239,1239,2,158,0,"creado",43,0,3,1,1,1125,125,
850,"DONA_JOSEFINA 2",-12.0949,-76.9519,75,70,0.1300,19165,363922,"BSC02NLV",1239,1240,3,131,1,"creado",40,2,6,1,1,1125,125,
850,"DONA_JOSEFINA 2",-12.0949,-76.9519,75,70,0.1300,19165,363922,"BSC02NLV",1239,1240,4,155,0,"creado",40,2,6,1,1,1125,125,
850,"DONA_JOSEFINA 3",-12.0949,-76.9519,190,70,0.1300,19166,363922,"BSC02NLV",1239,1241,5,234,1,"creado",33,3,7,1,1,1125,125,
850,"DONA_JOSEFINA 3",-12.0949,-76.9519,190,70,0.1300,19166,363922,"BSC02NLV",1239,1241,6,236,0,"creado",33,3,7,1,1,1125,125,
850,"DONA_OLIVIA 1",-12.0888,-76.9544,290,70,0.1300,17696,363922,"BSC02NLV",1140,1140,1,235,1,"creado",12,7,4,1,1,1125,125,
850,"DONA_OLIVIA 1",-12.0888,-76.9544,290,70,0.1300,17696,363922,"BSC02NLV",1140,1140,2,133,0,"creado",12,7,4,1,1,1125,125,
850,"DONA_OLIVIA 2",-12.0888,-76.9544,30,70,0.1300,17697,363922,"BSC02NLV",1140,1141,3,157,1,"creado",28,7,0,1,1,1125,125,
850,"DONA_OLIVIA 2",-12.0888,-76.9544,30,70,0.1300,17697,363922,"BSC02NLV",1140,1141,4,180,0,"creado",28,7,0,1,1,1125,125,
850,"DONA_OLIVIA 3",-12.0888,-76.9544,210,70,0.1300,17698,363922,"BSC02NLV",1140,1142,5,131,1,"creado",63,5,0,1,1,1125,125,
850,"DONA_OLIVIA 3",-12.0888,-76.9544,210,70,0.1300,17698,363922,"BSC02NLV",1140,1142,6,238,0,"creado",63,5,0,1,1,1125,125,
850,"DORADO_LIMA 1",-12.0600,-76.9623,330,70,0.1300,24873,363922,"BSC02NLV",720,547,3,239,1,"creado",0,1,5,1,1,1125,125,"GRUPO1"
850,"DORADO_LIMA 2",-12.0600,-76.9623,90,70,0.1300,24874,363922,"BSC02NLV",720,548,4,233,1,"creado",0,5,2,1,1,1125,125,"GRUPO1"
850,"DORADO_LIMA 3",-12.0600,-76.9623,210,70,0.1300,24878,363922,"BSC02NLV",720,549,7,237,1,"creado",0,1,3,1,1,1125,125,"GRUPO1"
850,"DRAGON 1",-12.3226,-76.8276,330,70,0.1300,16981,363921,"BSC01NLV",412,412,1,236,1,"creado",42,5,4,1,1,1117,117,
850,"DRAGON 1",-12.3226,-76.8276,330,70,0.1300,16981,363921,"BSC01NLV",412,412,2,238,0,"creado",42,5,4,1,1,1117,117,
850,"DRAGON 2",-12.3226,-76.8276,160,70,0.1300,16982,363921,"BSC01NLV",412,413,3,156,1,"creado",53,6,3,1,1,1117,117,
850,"DRAGON 2",-12.3226,-76.8276,160,70,0.1300,16982,363921,"BSC01NLV",412,413,4,180,0,"creado",53,6,3,1,1,1117,117,
850,"DRAGON 3",-12.3226,-76.8276,230,70,0.1300,16983,363921,"BSC01NLV",412,414,5,129,1,"creado",60,4,3,1,1,1117,117,
850,"DRAGON 3",-12.3226,-76.8276,230,70,0.1300,16983,363921,"BSC01NLV",412,414,6,158,0,"creado",60,4,3,1,1,1117,117,
850,"DUENAS 1",-12.0414,-77.0659,350,70,0.1300,251,365581,"BSC03NLV",91,91,1,129,1,"creado",6,3,6,1,1,1129,129,
850,"DUENAS 1",-12.0414,-77.0659,350,70,0.1300,251,365581,"BSC03NLV",91,91,2,155,0,"creado",6,3,6,1,1,1129,129,
850,"DUENAS 2",-12.0414,-77.0659,110,70,0.1300,252,365581,"BSC03NLV",91,92,5,131,1,"creado",22,7,5,1,1,1129,129,
850,"DUENAS 2",-12.0414,-77.0659,110,70,0.1300,252,365581,"BSC03NLV",91,92,6,158,0,"creado",22,7,5,1,1,1129,129,
850,"DUENAS 3",-12.0414,-77.0659,215,70,0.1300,253,365581,"BSC03NLV",91,93,8,181,1,"creado",42,1,6,1,1,1129,129,
850,"DUENAS 3",-12.0414,-77.0659,215,70,0.1300,253,365581,"BSC03NLV",91,93,9,239,0,"creado",42,1,6,1,1,1129,129,
850,"DURAZNOS1_B 2",-12.0295,-76.9365,130,70,0.1300,33328,363922,"BSC02NLV",262,434,3,234,1,"creado",0,7,1,1,1,1126,126,"GRUPO1"
850,"DURAZNOS1_B 3",-12.0295,-76.9365,130,70,0.1300,33329,363922,"BSC02NLV",262,435,7,131,1,"creado",62,2,4,1,1,1126,126,"GRUPO1"
850,"DURAZNOS1_B 3",-12.0295,-76.9365,130,70,0.1300,33329,363922,"BSC02NLV",262,435,8,180,0,"creado",62,2,4,1,1,1126,126,"GRUPO1"
850,"DURAZNOS2 1",-12.0308,-76.9304,0,70,0.1300,33264,363922,"BSC02NLV",356,453,3,239,1,"creado",0,7,2,1,1,1126,126,"GRUPO1"
850,"DURAZNOS3 1",-12.0343,-76.9251,350,70,0.1300,33254,363922,"BSC02NLV",350,451,3,235,1,"creado",0,0,4,1,1,1126,126,"GRUPO1"
850,"DURAZNOS3 2",-12.0343,-76.9251,240,70,0.1300,33260,363922,"BSC02NLV",350,452,4,238,1,"creado",0,1,3,1,1,1126,126,"GRUPO1"
850,"EBC_ELECTRICISTAS 1",-11.8353,-77.1258,300,70,0.1300,17699,397196,"BSC03NMA",1285,1285,1,130,1,"creado",24,7,6,1,1,1010,25,
850,"EBC_ELECTRICISTAS 1",-11.8353,-77.1258,300,70,0.1300,17699,397196,"BSC03NMA",1285,1285,2,237,0,"creado",24,7,6,1,1,1010,25,
850,"EBC_ELECTRICISTAS 2",-11.8353,-77.1258,30,70,0.1300,17702,397196,"BSC03NMA",1285,1286,3,233,1,"creado",12,4,1,1,1,1010,25,
850,"EBC_ELECTRICISTAS 2",-11.8353,-77.1258,30,70,0.1300,17702,397196,"BSC03NMA",1285,1286,4,235,0,"creado",12,4,1,1,1,1010,25,
850,"EBC_ELECTRICISTAS 3",-11.8353,-77.1258,160,70,0.1300,17703,397196,"BSC03NMA",1285,1287,5,239,1,"creado",2,1,4,1,1,1010,25,
850,"EBC_ELECTRICISTAS 3",-11.8353,-77.1258,160,70,0.1300,17703,397196,"BSC03NMA",1285,1287,6,155,0,"creado",2,1,4,1,1,1010,25,
850,"EBC_HILLMAN 1",-12.0869,-77.0874,280,70,0.1300,5461,249333,"BSC01NMA",378,378,1,131,1,"creado",58,5,0,1,1,1116,88,
850,"EBC_HILLMAN 1",-12.0869,-77.0874,280,70,0.1300,5461,249333,"BSC01NMA",378,378,2,180,0,"creado",58,5,0,1,1,1116,88,
850,"EBC_HILLMAN 2",-12.0869,-77.0874,40,70,0.1300,5462,249333,"BSC01NMA",378,379,3,234,1,"creado",30,2,4,1,1,1116,88,
850,"EBC_HILLMAN 2",-12.0869,-77.0874,40,70,0.1300,5462,249333,"BSC01NMA",378,379,4,158,0,"creado",30,2,4,1,1,1116,88,
850,"EBC_HILLMAN 3",-12.0869,-77.0874,140,70,0.1300,5463,249333,"BSC01NMA",378,380,5,237,1,"creado",23,1,3,1,1,1116,88,
850,"EBC_HILLMAN 3",-12.0869,-77.0874,140,70,0.1300,5463,249333,"BSC01NMA",378,380,6,133,0,"creado",23,1,3,1,1,1116,88,
850,"EBC_MINERALES 1",-12.0008,-77.0061,25,70,0.1300,18555,363922,"BSC02NLV",1380,1380,1,128,1,"creado",28,1,1,1,1,1140,95,
850,"EBC_MINERALES 1",-12.0008,-77.0061,25,70,0.1300,18555,363922,"BSC02NLV",1380,1380,2,158,0,"creado",28,1,1,1,1,1140,95,
850,"EBC_MINERALES 2",-12.0008,-77.0061,115,70,0.1300,18556,363922,"BSC02NLV",1380,1381,3,233,1,"creado",34,3,4,1,1,1140,95,
850,"EBC_MINERALES 2",-12.0008,-77.0061,115,70,0.1300,18556,363922,"BSC02NLV",1380,1381,4,180,0,"creado",34,3,4,1,1,1140,95,
850,"EBC_MINERALES 3",-12.0008,-77.0061,260,70,0.1300,18557,363922,"BSC02NLV",1380,1382,5,156,1,"creado",57,5,6,1,1,1140,95,
850,"EBC_MINERALES 3",-12.0008,-77.0061,260,70,0.1300,18557,363922,"BSC02NLV",1380,1382,6,236,0,"creado",57,5,6,1,1,1140,95,
850,"ECHENIQUE 1",-12.0904,-77.0745,300,70,0.1300,1771,249333,"BSC01NMA",61,61,1,157,1,"creado",61,4,6,1,1,1116,88,
850,"ECHENIQUE 1",-12.0904,-77.0745,300,70,0.1300,1771,249333,"BSC01NMA",61,61,2,133,0,"creado",61,4,6,1,1,1116,88,
850,"ECHENIQUE 2",-12.0904,-77.0745,60,70,0.1300,1772,249333,"BSC01NMA",61,62,4,236,1,"creado",36,0,2,1,1,1116,88,
850,"ECHENIQUE 2",-12.0904,-77.0745,60,70,0.1300,1772,249333,"BSC01NMA",61,62,5,155,0,"creado",36,0,2,1,1,1116,88,
850,"ECHENIQUE 3",-12.0904,-77.0745,140,70,0.1300,1773,249333,"BSC01NMA",61,63,6,239,1,"creado",33,7,5,1,1,1116,88,
850,"ECHENIQUE 3",-12.0904,-77.0745,140,70,0.1300,1773,249333,"BSC01NMA",61,63,7,180,0,"creado",33,7,5,1,1,1116,88,
850,"EL_CHACO 1",-12.0300,-77.0760,320,70,0.1300,32698,249333,"BSC01NMA",1428,307,,236,1,"no creado",,,,,,1115,87,"GRUPO1"
850,"EL_CHACO 2",-12.0300,-77.0760,70,70,0.1300,32701,249333,"BSC01NMA",1428,311,,157,1,"no creado",,,,,,1115,87,"GRUPO1"
850,"EL_CHACO 3",-12.0300,-77.0760,210,70,0.1300,32758,249333,"BSC01NMA",1428,312,,158,1,"no creado",,,,,,1115,87,"GRUPO1"
850,"EL_GOLF 1",-12.1012,-77.0380,300,70,0.1300,29086,249333,"BSC01NMA",214,139,4,234,1,"creado",0,0,0,1,1,1120,92,"GRUPO1"
850,"EL_GOLF 2",-12.1012,-77.0380,80,70,0.1300,29087,249333,"BSC01NMA",214,143,7,132,1,"creado",0,0,6,1,1,1120,92,"GRUPO1"
850,"EL_GOLF 3",-12.1012,-77.0380,170,70,0.1300,29125,249333,"BSC01NMA",214,144,8,156,1,"creado",0,1,3,1,1,1120,92,"GRUPO1"
850,"EL_PACIFICO 1",-12.1745,-76.9566,310,70,0.1300,33568,363921,"BSC01NLV",1252,484,4,238,1,"creado",0,1,5,1,1,1122,122,"GRUPO1"
850,"EL_PACIFICO 2",-12.1745,-76.9566,70,70,0.1300,33569,363921,"BSC01NLV",1252,485,7,237,1,"creado",0,2,3,1,1,1122,122,"GRUPO1"
850,"EL_PACIFICO 3",-12.1745,-76.9566,170,70,0.1300,33570,363921,"BSC01NLV",1252,486,8,234,1,"creado",0,4,4,1,1,1122,122,"GRUPO1"
850,"EL_PARQUE 1",-12.0277,-76.9471,300,70,0.1300,17713,363922,"BSC02NLV",1263,1263,1,181,1,"creado",1,2,6,1,1,1126,126,
850,"EL_PARQUE 1",-12.0277,-76.9471,300,70,0.1300,17713,363922,"BSC02NLV",1263,1263,2,155,0,"creado",1,2,6,1,1,1126,126,
850,"EL_PARQUE 2",-12.0277,-76.9471,60,70,0.1300,17714,363922,"BSC02NLV",1263,1264,3,128,1,"creado",7,7,7,1,1,1126,126,
850,"EL_PARQUE 2",-12.0277,-76.9471,60,70,0.1300,17714,363922,"BSC02NLV",1263,1264,4,236,0,"creado",7,7,7,1,1,1126,126,
850,"EL_PARQUE 3",-12.0277,-76.9471,210,70,0.1300,17715,363922,"BSC02NLV",1263,1265,5,233,1,"creado",36,7,7,1,1,1126,126,
850,"EL_PARQUE 3",-12.0277,-76.9471,210,70,0.1300,17715,363922,"BSC02NLV",1263,1265,6,238,0,"creado",36,7,7,1,1,1126,126,
850,"EL_PUEBLO 1",-12.0300,-76.8881,330,70,0.1300,25863,363922,"BSC02NLV",744,565,4,156,1,"creado",0,7,6,1,1,1126,126,"GRUPO1"
850,"EL_PUEBLO 2",-12.0300,-76.8881,90,70,0.1300,25864,363922,"BSC02NLV",744,566,7,239,1,"creado",0,1,4,1,1,1126,126,"GRUPO1"
850,"EL_PUEBLO 3",-12.0300,-76.8881,210,70,0.1300,25945,363922,"BSC02NLV",744,567,8,234,1,"creado",0,2,2,1,1,1126,126,"GRUPO1"
850,"EL_SOL 1",-12.1681,-76.9493,335,70,0.1300,63116,363921,"BSC01NLV",1052,1052,1,132,1,"creado",22,0,5,1,1,1122,122,
850,"EL_SOL 1",-12.1681,-76.9493,335,70,0.1300,63116,363921,"BSC01NLV",1052,1052,2,233,0,"creado",22,0,5,1,1,1122,122,
850,"EL_SOL 1",-12.1681,-76.9493,335,70,0.1300,63116,363921,"BSC01NLV",1052,1052,3,235,0,"creado",22,0,5,1,3,1122,122,
850,"EL_SOL 2",-12.1681,-76.9493,55,70,0.1300,63117,363921,"BSC01NLV",1052,1053,4,157,1,"creado",11,0,5,1,1,1122,122,
850,"EL_SOL 2",-12.1681,-76.9493,55,70,0.1300,63117,363921,"BSC01NLV",1052,1053,5,180,0,"creado",11,0,5,1,1,1122,122,
850,"EL_SOL 2",-12.1681,-76.9493,55,70,0.1300,63117,363921,"BSC01NLV",1052,1053,6,237,0,"creado",11,0,5,1,3,1122,122,
850,"EL_SOL 3",-12.1681,-76.9493,175,70,0.1300,63118,363921,"BSC01NLV",1052,1054,8,239,1,"creado",1,1,0,1,1,1122,122,
850,"EL_SOL 3",-12.1681,-76.9493,175,70,0.1300,63118,363921,"BSC01NLV",1052,1054,9,129,0,"creado",1,1,0,1,1,1122,122,
850,"EL_TRIUNFO 1",-12.1586,-76.9372,280,70,0.1300,34353,363921,"BSC01NLV",933,930,,233,1,"no creado",,,,,,1122,122,"GRUPO2"
850,"EL_TRIUNFO 2",-12.1586,-76.9372,50,70,0.1300,34354,363921,"BSC01NLV",933,931,,131,1,"no creado",,,,,,1122,122,"GRUPO2"
850,"EL_TRIUNFO 3",-12.1586,-76.9372,220,70,0.1300,34358,363921,"BSC01NLV",933,932,,234,1,"no creado",,,,,,1122,122,"GRUPO2"
850,"EL_TROME 1",-11.8567,-77.0840,300,70,0.1300,61040,397196,"BSC03NMA",760,760,1,131,1,"creado",17,0,0,1,1,1010,25,
850,"EL_TROME 1",-11.8567,-77.0840,300,70,0.1300,61040,397196,"BSC03NMA",760,760,2,180,0,"creado",17,0,0,1,1,1010,25,
850,"EL_TROME 2",-11.8567,-77.0840,120,70,0.1300,61047,397196,"BSC03NMA",760,761,3,239,1,"creado",20,0,0,1,1,1010,25,
850,"EL_TROME 2",-11.8567,-77.0840,120,70,0.1300,61047,397196,"BSC03NMA",760,761,4,129,0,"creado",20,0,0,1,1,1010,25,
850,"EL_TROME 2",-11.8567,-77.0840,120,70,0.1300,61047,397196,"BSC03NMA",760,761,5,155,0,"creado",20,0,0,1,1,1010,25,
850,"EL_TROME 2",-11.8567,-77.0840,120,70,0.1300,61047,397196,"BSC03NMA",760,761,6,233,0,"creado",20,0,0,1,1,1010,25,
850,"EL_TROME 3",-11.8567,-77.0840,190,70,0.1300,61048,397196,"BSC03NMA",760,762,7,157,1,"creado",44,4,0,1,1,1010,25,
850,"EL_TROME 3",-11.8567,-77.0840,190,70,0.1300,61048,397196,"BSC03NMA",760,762,8,133,0,"creado",44,4,0,1,1,1010,25,
850,"EL_TROME 3",-11.8567,-77.0840,190,70,0.1300,61048,397196,"BSC03NMA",760,762,9,237,0,"creado",44,4,0,1,1,1010,25,
850,"ENAPU_NEXTEL 1",-12.0556,-77.1431,270,70,0.1300,33889,249333,"BSC01NMA",593,236,3,156,1,"creado",0,0,6,1,1,1115,87,"GRUPO1"
850,"ENAPU_NEXTEL 2",-12.0556,-77.1431,30,70,0.1300,33890,249333,"BSC01NMA",593,237,4,237,1,"creado",0,0,7,1,1,1115,87,"GRUPO1"
850,"ENAPU_NEXTEL 3",-12.0556,-77.1431,150,70,0.1300,33894,249333,"BSC01NMA",593,238,7,234,1,"creado",0,5,4,1,1,1115,87,"GRUPO1"
850,"ENCALADA 1",-12.1013,-76.9703,320,70,0.1300,62787,363921,"BSC01NLV",763,763,1,237,0,"creado",24,5,5,1,1,1121,121,
850,"ENCALADA 1",-12.1013,-76.9703,320,70,0.1300,62787,363921,"BSC01NLV",763,763,2,131,1,"creado",24,5,5,1,1,1121,121,
850,"ENCALADA 2",-12.1013,-76.9703,90,70,0.1300,62788,363921,"BSC01NLV",763,764,3,181,1,"creado",7,7,4,1,1,1121,121,
850,"ENCALADA 2",-12.1013,-76.9703,90,70,0.1300,62788,363921,"BSC01NLV",763,764,4,158,0,"creado",7,7,4,1,1,1121,121,
850,"ENCALADA 3",-12.1013,-76.9703,270,70,0.1300,62789,363921,"BSC01NLV",763,765,5,239,1,"creado",63,4,4,1,1,1121,121,
850,"ENCALADA 3",-12.1013,-76.9703,270,70,0.1300,62789,363921,"BSC01NLV",763,765,6,235,0,"creado",63,4,4,1,1,1121,121,
850,"ENGRANAJES_CLARO 1",-12.0143,-77.0622,20,70,0.1300,9171,397196,"BSC03NMA",1252,1252,1,130,1,"creado",29,7,0,1,1,1137,89,
850,"ENGRANAJES_CLARO 1",-12.0143,-77.0622,20,70,0.1300,9171,397196,"BSC03NMA",1252,1252,2,132,0,"creado",29,7,0,1,1,1137,89,
850,"ENGRANAJES_CLARO 2",-12.0143,-77.0622,120,70,0.1300,9172,397196,"BSC03NMA",1252,1253,3,157,1,"creado",51,7,5,1,1,1137,89,
850,"ENGRANAJES_CLARO 2",-12.0143,-77.0622,120,70,0.1300,9172,397196,"BSC03NMA",1252,1253,4,234,0,"creado",51,7,5,1,1,1137,89,
850,"ENGRANAJES_CLARO 3",-12.0143,-77.0622,230,70,0.1300,9173,397196,"BSC03NMA",1252,1254,5,239,1,"creado",41,3,2,1,1,1137,89,
850,"ENGRANAJES_CLARO 3",-12.0143,-77.0622,230,70,0.1300,9173,397196,"BSC03NMA",1252,1254,6,155,0,"creado",41,3,2,1,1,1137,89,
850,"ENRIQUE 1",-11.9031,-77.0514,40,70,0.1300,4301,397196,"BSC03NMA",292,292,1,236,1,"creado",22,7,5,1,1,1134,134,
850,"ENRIQUE 1",-11.9031,-77.0514,40,70,0.1300,4301,397196,"BSC03NMA",292,292,2,155,0,"creado",22,7,5,1,1,1134,134,
850,"ENRIQUE 2",-11.9031,-77.0514,140,70,0.1300,4302,397196,"BSC03NMA",292,293,3,128,1,"creado",6,2,4,1,1,1134,134,
850,"ENRIQUE 2",-11.9031,-77.0514,140,70,0.1300,4302,397196,"BSC03NMA",292,293,4,158,0,"creado",6,2,4,1,1,1134,134,
850,"ENRIQUE 3",-11.9031,-77.0514,250,70,0.1300,4303,397196,"BSC03NMA",292,294,6,234,1,"creado",28,6,6,1,1,1134,134,
850,"ENRIQUE 3",-11.9031,-77.0514,250,70,0.1300,4303,397196,"BSC03NMA",292,294,7,180,0,"creado",28,6,6,1,1,1134,134,
850,"ERMO_SANTA_LUCIA 1",-11.9795,-77.1126,0,70,0.1300,3891,397196,"BSC03NMA",37,37,1,157,1,"creado",2,7,4,1,1,1133,133,
850,"ERMO_SANTA_LUCIA 1",-11.9795,-77.1126,0,70,0.1300,3891,397196,"BSC03NMA",37,37,2,128,0,"creado",2,7,4,1,1,1133,133,
850,"ERMO_SANTA_LUCIA 1",-11.9795,-77.1126,0,70,0.1300,3891,397196,"BSC03NMA",37,37,3,133,0,"creado",2,7,4,1,3,1133,133,
850,"ERMO_SANTA_LUCIA 1",-11.9795,-77.1126,0,70,0.1300,3891,397196,"BSC03NMA",37,37,4,180,0,"creado",2,7,4,1,3,1133,133,
850,"ERMO_SANTA_LUCIA 2",-11.9795,-77.1126,100,70,0.1300,3892,397196,"BSC03NMA",37,38,5,239,1,"creado",18,7,2,1,1,1133,133,
850,"ERMO_SANTA_LUCIA 2",-11.9795,-77.1126,100,70,0.1300,3892,397196,"BSC03NMA",37,38,6,233,0,"creado",18,7,2,1,1,1133,133,
850,"ERMO_SANTA_LUCIA 3",-11.9795,-77.1126,210,70,0.1300,3893,397196,"BSC03NMA",37,39,7,237,1,"creado",16,7,5,1,1,1133,133,
850,"ERMO_SANTA_LUCIA 3",-11.9795,-77.1126,210,70,0.1300,3893,397196,"BSC03NMA",37,39,8,155,0,"creado",16,7,5,1,1,1133,133,
850,"ERMO_SANTA_LUCIA 3",-11.9795,-77.1126,210,70,0.1300,3893,397196,"BSC03NMA",37,39,9,235,0,"creado",16,7,5,1,3,1133,133,
850,"ERMO_SANTA_LUCIA 3",-11.9795,-77.1126,210,70,0.1300,3893,397196,"BSC03NMA",37,39,10,130,0,"creado",16,7,5,1,3,1133,133,
850,"ESAN 1",-12.1037,-76.9585,100,70,0.1300,62845,363921,"BSC01NLV",814,814,1,130,1,"creado",14,3,2,1,1,1121,121,
850,"ESAN 1",-12.1037,-76.9585,100,70,0.1300,62845,363921,"BSC01NLV",814,814,2,180,0,"creado",14,3,2,1,1,1121,121,
850,"ESAN 2",-12.1037,-76.9585,190,70,0.1300,62846,363921,"BSC01NLV",814,815,3,234,1,"creado",31,6,5,1,1,1121,121,
850,"ESAN 2",-12.1037,-76.9585,190,70,0.1300,62846,363921,"BSC01NLV",814,815,4,128,0,"creado",31,6,5,1,1,1121,121,
850,"ESCARDO 1",-12.0744,-77.0935,355,70,0.1300,2181,249333,"BSC01NMA",73,73,1,237,1,"creado",42,0,6,1,1,1116,88,
850,"ESCARDO 1",-12.0744,-77.0935,355,70,0.1300,2181,249333,"BSC01NMA",73,73,2,158,0,"creado",42,0,6,1,1,1116,88,
850,"ESCARDO 2",-12.0744,-77.0935,90,70,0.1300,2182,249333,"BSC01NMA",73,74,4,133,0,"creado",22,1,4,1,1,1116,88,
850,"ESCARDO 2",-12.0744,-77.0935,90,70,0.1300,2182,249333,"BSC01NMA",73,74,5,129,1,"creado",22,1,4,1,1,1116,88,
850,"ESCARDO 3",-12.0744,-77.0935,220,70,0.1300,2183,249333,"BSC01NMA",73,75,6,235,1,"creado",57,7,0,1,1,1116,88,
850,"ESCARDO 3",-12.0744,-77.0935,220,70,0.1300,2183,249333,"BSC01NMA",73,75,7,155,0,"creado",57,7,0,1,1,1116,88,
850,"ESCUELA_2 1",-12.1659,-77.0207,300,70,0.1300,16774,363921,"BSC01NLV",125,125,1,239,1,"creado",46,4,6,1,1,1121,121,
850,"ESCUELA_2 1",-12.1659,-77.0207,300,70,0.1300,16774,363921,"BSC01NLV",125,125,2,156,0,"creado",46,4,6,1,1,1121,121,
850,"ESCUELA_2 2",-12.1659,-77.0207,60,70,0.1300,16778,363921,"BSC01NLV",125,126,3,132,1,"creado",13,5,2,1,1,1121,121,
850,"ESCUELA_2 2",-12.1659,-77.0207,60,70,0.1300,16778,363921,"BSC01NLV",125,126,4,180,0,"creado",13,5,2,1,1,1121,121,
850,"ESCUELA_2 3",-12.1659,-77.0207,180,70,0.1300,16809,363921,"BSC01NLV",125,127,5,235,1,"creado",8,5,6,1,1,1121,121,
850,"ESCUELA_2 3",-12.1659,-77.0207,180,70,0.1300,16809,363921,"BSC01NLV",125,127,6,237,0,"creado",8,5,6,1,1,1121,121,
850,"ESCUELA_NAVAL 1",-12.0718,-77.1663,60,70,0.1300,33269,249333,"BSC01NMA",403,192,7,238,1,"creado",0,1,3,1,1,1115,87,"GRUPO1"
850,"ESCUELA_NAVAL 2",-12.0718,-77.1663,125,70,0.1300,33279,249333,"BSC01NMA",403,196,8,130,1,"creado",0,7,1,1,1,1115,87,"GRUPO1"
850,"ESCUELA_NAVAL 3",-12.0718,-77.1663,255,70,0.1300,7183,249333,"BSC01NMA",403,403,1,234,1,"creado",43,0,0,1,1,1115,87,
850,"ESCUELA_NAVAL 3",-12.0718,-77.1663,255,70,0.1300,7183,249333,"BSC01NMA",403,403,2,132,0,"creado",43,0,0,1,1,1115,87,
850,"ESCUELA_REUB 1",-12.1593,-77.0180,300,70,0.1300,17192,363921,"BSC01NLV",1282,1282,1,239,1,"creado",57,1,5,1,1,1121,121,
850,"ESCUELA_REUB 1",-12.1593,-77.0180,300,70,0.1300,17192,363921,"BSC01NLV",1282,1282,2,180,0,"creado",57,1,5,1,1,1121,121,
850,"ESCUELA_REUB 2",-12.1593,-77.0180,90,70,0.1300,17193,363921,"BSC01NLV",1282,1283,3,128,1,"creado",13,1,2,1,1,1121,121,
850,"ESCUELA_REUB 2",-12.1593,-77.0180,90,70,0.1300,17193,363921,"BSC01NLV",1282,1283,4,235,0,"creado",13,1,2,1,1,1121,121,
850,"ESCUELA_REUB 3",-12.1593,-77.0180,210,70,0.1300,17194,363921,"BSC01NLV",1282,1284,5,130,1,"creado",47,1,7,1,1,1121,121,
850,"ESCUELA_REUB 3",-12.1593,-77.0180,210,70,0.1300,17194,363921,"BSC01NLV",1282,1284,6,155,0,"creado",47,1,7,1,1,1121,121,
850,"ESMERALDA 1",-11.8279,-77.1477,270,70,0.1300,17722,397196,"BSC03NMA",1291,1291,1,131,1,"creado",42,4,3,1,1,1010,25,
850,"ESMERALDA 1",-11.8279,-77.1477,270,70,0.1300,17722,397196,"BSC03NMA",1291,1291,2,133,0,"creado",42,4,3,1,1,1010,25,
850,"ESMERALDA 2",-11.8279,-77.1477,40,70,0.1300,17724,397196,"BSC03NMA",1291,1292,3,239,1,"creado",17,3,0,1,1,1010,25,
850,"ESMERALDA 2",-11.8279,-77.1477,40,70,0.1300,17724,397196,"BSC03NMA",1291,1292,4,156,0,"creado",17,3,0,1,1,1010,25,
850,"ESMERALDA 3",-11.8279,-77.1477,155,70,0.1300,17725,397196,"BSC03NMA",1291,1293,5,233,1,"creado",36,4,3,1,1,1010,25,
850,"ESMERALDA 3",-11.8279,-77.1477,155,70,0.1300,17725,397196,"BSC03NMA",1291,1293,6,235,0,"creado",36,4,3,1,1,1010,25,
850,"ESPANA 1",-12.0584,-77.0425,10,70,0.1300,17726,365581,"BSC03NLV",1119,1119,1,234,1,"creado",35,0,4,1,1,1129,129,
850,"ESPANA 1",-12.0584,-77.0425,10,70,0.1300,17726,365581,"BSC03NLV",1119,1119,2,239,0,"creado",35,0,4,1,1,1129,129,
850,"ESPANA 2",-12.0584,-77.0425,150,70,0.1300,17727,365581,"BSC03NLV",1119,1120,3,237,1,"creado",20,4,3,1,1,1129,129,
850,"ESPANA 2",-12.0584,-77.0425,150,70,0.1300,17727,365581,"BSC03NLV",1119,1120,4,181,0,"creado",20,4,3,1,1,1129,129,
850,"ESPANA 3",-12.0584,-77.0425,270,70,0.1300,17728,365581,"BSC03NLV",1119,1121,5,157,1,"creado",34,7,2,1,1,1129,129,
850,"ESPANA 3",-12.0584,-77.0425,270,70,0.1300,17728,365581,"BSC03NLV",1119,1121,6,130,0,"creado",34,7,2,1,1,1129,129,
850,"ESPECIALES 1",-11.9597,-76.9958,300,70,0.1300,61096,363922,"BSC02NLV",850,850,1,128,1,"creado",54,2,7,1,1,1140,95,
850,"ESPECIALES 1",-11.9597,-76.9958,300,70,0.1300,61096,363922,"BSC02NLV",850,850,2,239,0,"creado",54,2,7,1,1,1140,95,
850,"ESPECIALES 2",-11.9597,-76.9958,20,70,0.1300,61097,363922,"BSC02NLV",850,851,3,132,1,"creado",48,0,0,1,1,1140,95,
